input,model,top0,top1,top10,top11,top12,top13,top14,top15,top16,top17,top18,top19,top2,top3,top4,top5,top6,top7,top8,top9,right
III类账户怎样申请开通,topic,二类账户怎么申请开通,一类账户可以申请多个吗,主账户和二类账户有哪些区别,一类户和二类户有什么不同,一类户与二类户一样吗,已有一类户，怎样开立一个新的主账户,我之前有建行的账户，想申请多开个一类户,一类户和二类户介绍,一类户、二类户是不是有哪些不同的意思,什么是一类户,什么是二类户,有带军官证/武警证想开通户,一类账户和二类账户有什么区别,I类账户和II类账户有什么区别啊,一二类账户介绍,我开个II类账户,有带军官证/武警证要开通账户,有带军官证/武警证想开通账户,我要申请第二个I类账户可以吗,一类户和二类户是不是不一样呢,0
III类账户怎样申请开通,dssm,公积金提取-已预约-购房（本地）-非首次提取,公积金提取-已预约-购房（本地，首次提取）,怎么通过微信公众号预约公积金提取,怎么通过网银查询明细,预约了房屋加建公积金提取,通过网银定投黄金,能不能给我开一下网银功能,是否能够给我开一下网银功能,是否能够给我开网银功能,是否能够给我开网上银行功能,能不能给我开一下网上银行功能,是否能够给我开一下网上银行功能,本地购房首次公积金提取，已预约,预约了本地购房公积金非首次提取,预约了本地购房首次提取公积金,网银有哪些服务,本地拍卖买房首次公积金提取，已预约,网银有哪些便捷服务,办理本地购房首次提取公积金，已预约,预约了公积金的异地购房首次提取,0
III类账户怎样申请开通,tfidf,2类账户申请开通,开通账户,能不能申请账户,指导申请账户,开通对公账户,告诉开通账户,,,,,,,申请账户,给申请账户,帮助申请账户,身份证开通账户,帮开通账户,能开通账户,能不能开通账户,能申请账户,0
商户分期有什么促销活动,topic,提公积金可以预约得时间有哪些,我预约了本地拍卖买房首次提公积金，请问怎么办理,提公积金来租单位房子需要写什么资料,公积金得微信公众号上我的电话号码是有误,怎么通过微信公众号预约公积金提取,预约了房屋翻新公积金提取,提公积金来租单位房子需要写什么材料,租单位房子要提取公积金要准备哪些申请材料,在网上预约了今天来提取公积金,公积金中心经办网点有哪些,我预约了本地购房首次提公积金，请问怎么办理,是否能够帮我开立入账短信提示功能,我之前有建行的信用卡，现在想办一张储蓄卡,提取公积金可以预约得时间有哪些,我预约了本地贷款买房首次提公积金，请问怎么办理,租单位房子要提取公积金要准备哪些申请资料,预约了房屋装修公积金提取,公积金提取-已预约-建房或房屋翻新,怎么在微信上预约提取公积金,本地拍卖买房首次公积金提取，已预约,0
商户分期有什么促销活动,dssm,领取《就业失业手册》,想开一般户,什么是龙支付,叫号机,什么是叫号机,想开基本户,领一下《就业失业手册》,怎么领《就业失业手册》,我不知道叫号机,不知道什么是叫号机,手机银行交电费,我要领《就业失业手册》,哪里找叫号机,什么是建房批文,建房批文是啥,建房批文是什么,想开黄金账户,想开一下黄金账户,龙支付是什么,龙支付是啥,0
商户分期有什么促销活动,tfidf,测试重复问题信用卡北京11,,,,,,,,,,,,,,,,,,,,0
办理大额预约取款,topic,网银办理结售汇,网银可不可以办理结售汇,没预约能不能办理公积金缴存,需要办理对公账户,要办理对公账户,网银办理转账,可否办理对公户,能否办理对公账户,可不可以办理对公账户,帮忙办理对公户,能否办理一般户,可不可以办理一般户,能否办理公积金交费,可不可以办理公积金交费,需要办理对公户,要办理对公户,可不可以办理对公户,能否办理对公户,我预约了缴存公积金，怎么办理,预约了公积金提取怎么办理,0
办理大额预约取款,dssm,叫号机什么样子的,手机银行交煤气费,手机银行交保费,怎么领《就业失业手册》,领一下《就业失业手册》,叫号机位置,想开建行卡,想开电话银行,想开一下电话银行,手机银行怎么交交通违章罚款,想开基本户,手机银行的安全性如何,客服电话,手机银行怎么交生活费用,手机银行交水电煤气费,手机银行交电费,我要领《就业失业手册》,手机银行怎么交保费,手机银行交保险费,手机银行怎么交保险费,0
办理大额预约取款,tfidf,办理电话预约,办理电话预约功能,能给办理电话预约,能指导办理电话预约,能告诉办理电话预约,能帮办理电话预约,,,,,,,预约缴存公积金办理,预约公积金提取办理,预约提取公积金办理,能不能告诉办理电话预约,能不能帮助办理电话预约,能帮助办理电话预约,能不能帮办理电话预约,能不能指导办理电话预约,0
住房公积金缴存多少,topic,领取《住房公积金汇缴书》,领取《住房公积金补缴清册》,《住房公积金补缴清册》在哪里领,我要领《住房公积金补缴清册》,我想办公积金缴存,我要领《住房公积金汇缴书》,想办一下公积金缴存,领一本《住房公积金汇缴书》,怎么办公积金缴存,印公积金缴存证明,我想办一下公积金缴存,怎样印公积金缴存证明,怎么领《住房公积金补缴清册》,想办公积金缴存,领一下《住房公积金补缴清册》,我来领《住房公积金补缴清册》,领一下《住房公积金汇缴书》,怎么领《住房公积金汇缴书》,领一本《住房公积金补缴清册》,我来领《住房公积金汇缴书》,0
住房公积金缴存多少,dssm,叫号机在什么地方,手机银行可以交保费吗,手机银行怎么交保险费,手机银行交保费,手机银行怎么交保费,叫号机什么样子的,哪里找叫号机,手机银行怎么交交通违章罚款,客服电话,领一下《就业失业手册》,怎么领《就业失业手册》,什么是叫号机,手机银行可以交保险费吗,龙支付定义,手机银行的安全性如何,手机银行交煤气费,手机银行怎么交生活费用,手机银行交水电煤气费,手机银行交电费,手机银行交保险费,0
住房公积金缴存多少,tfidf,怎么办公积金缴存,公积金缴存业务,能不能办理公积金缴存,告诉办公积金缴存,印公积金缴存证明,打印公积金缴存证明,,,,,,,怎么办公积金缴存业务,办理公积金缴存,办公积金缴存,告诉怎么办公积金缴存,办理公积金缴存业务,办公积金缴存业务,告诉怎么办公积金缴存业务,公积金,0
公积金怎么提取,topic,怎么提取公积金,如何提取公积金,想办一下公积金提取,我想办公积金提取,能不能提取公积金,我想提取公积金,告诉我怎么提取公积金,告诉我如何提取公积金,是否能够提取公积金,可不可以提取公积金,能否提取公积金,告诉我怎样提取公积金,怎样提取公积金,想要提取公积金,想提取公积金,公积金提取,提取公积金,想办公积金提取,我要提取公积金,我想要提取公积金,0
公积金怎么提取,dssm,哪里找叫号机,我不知道叫号机,手机银行交保险费,手机银行怎么交保费,手机银行交保费,叫号机位置,手机银行怎么交生活费用,怎么领《就业失业手册》,领一下《就业失业手册》,客服电话,我要领《就业失业手册》,手机银行怎么交交通违章罚款,不知道什么是叫号机,手机银行交煤气费,手机银行交电费,叫号机什么样子的,手机银行交水电煤气费,什么是叫号机,叫号机,手机银行怎么交保险费,0
公积金怎么提取,tfidf,预约提取公积金,移居国外提取公积金,哪里公积金提取申请表,失业提取公积金材料,预约辞职提取公积金,退休提取公积金材料,,,,,,,代办公积金提取,移民提取公积金,公积金提取申请表,安电梯提取公积金,出国定居提取公积金,公积金提取申请表领,下岗提取公积金资料,下岗提取公积金材料,0
什么是银行回单啊,topic,想开一下短信银行,想开短信银行,可不可以给我开立短信银行,想办一下短信银行,可不可以给我开短信银行,怎么办一下短信银行,能不能给我开立短信银行,怎样开短信银行,怎样开一下短信银行,想办短信银行,可以帮助我开立短信银行,可以告诉我开立短信银行,怎样开立短信银行,想开立短信银行,怎么办短信银行,想要开立短信银行,如何开立短信银行,怎么开立短信银行,可以给我开立短信银行,要开立短信银行,0
什么是银行回单啊,dssm,手机银行的安全性如何,想开建行卡,想开一般户,想开基本户,想开黄金账户,想开一下黄金账户,客服电话,不知道什么是叫号机,我不知道叫号机,我要领《就业失业手册》,手机银行怎么交生活费用,叫号机位置,想开一下龙支付,想开龙支付,想开电话银行,想开一下电话银行,不用手机银行了,龙支付是啥,龙支付是什么,什么是龙支付,0
什么是银行回单啊,tfidf,短信银行功能,怎么办短信银行,短信银行转账,申请短信银行,开通短信银行,开立银行账户,,,,,,,怎么办短信银行功能,短信银行功能介绍,开短信银行,办短信银行,短信银行服务,办理短信银行,想开短信银行,注销短信银行,0
在ATM&CRS上办理修改密码的具体操作方式,topic,是否能够帮助我办理公积金修改密码,可不可以指导我办理电话改密码功能,是否能够指导我办理公积金修改密码,能不能帮助我办公积金修改密码,是否能够给我办理电话改密码功能,可不可以给我办理电话改密码功能,是否能够指导我办理电话改密码功能,可不可以指导我办电话改密码功能,能否帮助我办公积金修改密码,可不可以帮助我办公积金修改密码,我需要办理公积金修改密码,告诉我是否能够办理公积金修改密码,能不能帮助我办理公积金修改密码,是否能够办理公积金修改密码,是否能够帮助我办公积金修改密码,可不可以帮助我办理电话改密码功能,能否帮助我办理公积金修改密码,可不可以帮助我办理公积金修改密码,是否能够办一下公积金修改密码,是否能够办公积金修改密码,0
在ATM&CRS上办理修改密码的具体操作方式,dssm,TTY,测试重复问题-信用卡-北京11,提公积金交单位房房租要准备哪些资料,公积金微信公众号上我的电话号有误,租单位房，提取公积金的材料,智慧柜员机在哪，怎么走,我不知道智慧柜员机,不知道什么是智慧柜员机,智慧柜员机什么样子的,智慧柜员机,什么是智慧柜员机,智慧柜员机位置,测试重复问题-信用卡-北京,公积金的微信上我的电话号码是有误,公积金得微信公众号上我的电话号码是有误,预约了房屋加建公积金提取,提公积金交单位房的房租要准备哪些材料,我在公积金微信公众号上得电话号有误,租村里的房子提取公积金的申请材料,租城中村提取公积金的申请材料,0
在ATM&CRS上办理修改密码的具体操作方式,tfidf,在手机上修改公积金密码,办理公积金修改密码,能不能指导办理公积金修改密码,能不能帮助办理公积金修改密码,告诉能不能办理公积金修改密码,这里能办理公积金修改密码业务,,,,,,,办理公积金修改密码业务,修改密码,密码修改,告诉办理公积金修改密码,能不能办理公积金修改密码,告诉办理公积金修改密码业务,能不能办理公积金修改密码业务,这里能办理公积金修改密码,0
信用卡及附属卡挂失要携带的证件,topic,我之前有建行的信用卡，现在想办一张储蓄卡,有身份证要办卡,有带临时身份证可不可以开卡,忘记带身份证要办卡,有身份证需要开卡,有带临时身份证能否办卡,有带临时身份证可不可以办卡,有身份证如何开卡,有身份证怎么开卡,有身份证要申请借记卡,有身份证可不可以开卡,有身份证能否开卡,有身份证想要开卡,有身份证可以开卡,忘记带身份证可以开卡,有身份证可以办卡,有身份证能不能开卡,有身份证想要办卡,忘记带身份证可以办卡,有带临时身份证能否开卡,0
信用卡及附属卡挂失要携带的证件,dssm,注销电话银行,手机银行的安全性如何,哪里找叫号机,叫号机位置,手机银行交水电煤气费,手机银行交煤气费,手机银行交电费,我有带护照想开建行卡,手机银行怎么交生活费用,什么是龙支付,龙支付是什么,龙支付是啥,不知道什么是叫号机,我不知道叫号机,叫号机什么样子的,叫号机,什么是叫号机,怎么领《就业失业手册》,领一下《就业失业手册》,我要领《就业失业手册》,0
信用卡及附属卡挂失要携带的证件,tfidf,测试重复问题信用卡北京,测试重复问题信用卡,测试重复问题信用卡上海广州白金会员,重置信用卡密码,信用卡密码重设,重设信用卡密码,,,,,,,测试重复问题信用卡北京11,手机银行还信用卡,测试重复问题信用卡2,测试重复问题信用卡1,手机银行挂失卡,电话银行办理挂失,挂失公积金存单,公积金存单挂失,0
信用卡在国外取现有金额限制吗,topic,我之前有建行的信用卡，现在想办一张储蓄卡,网银的转账限额是多少,能不能给我开立入账短信提示,我有带外国人永久居留证怎么开立银行卡,我有带外国人永久居留证如何开立银行卡,是否能够给我开立入账短信提示,我有带外国人永久居留证是否能够开立银行卡,法人在外地能否申请对公账户,法人在外地可不可以申请对公账户,可以给我开立入账短信提示,法人在外地能否开通对公户,法人在外地可不可以开通对公户,网银的转账额度是多少,网银转账的额度限制,我有带外国人永久居留证能否开立银行卡,我有带外国人永久居留证可不可以开立银行卡,我有带外国人永久居留证需要开立银行卡,法人在外地可不可以开通对公账户,法人在外地能否开通对公账户,网银转账的额度上线,0
信用卡在国外取现有金额限制吗,dssm,电话银行收多少钱,注销电话银行,领一下《就业失业手册》,叫号机什么样子的,叫号机,什么是叫号机,手机银行交电费,手机银行交水电煤气费,叫号机位置,我要领《就业失业手册》,想开黄金账户,想开一下黄金账户,我有带护照怎么办建行卡,不想用手机银行了,哪里找叫号机,叫号机长什么样,不知道什么是叫号机,我不知道叫号机,手机银行的安全性如何,怎么领《就业失业手册》,0
信用卡在国外取现有金额限制吗,tfidf,测试重复问题信用卡北京11,测试重复问题信用卡,重置信用卡密码,信用卡密码重设,重设信用卡密码,信用卡密码想不起来,,,,,,,测试重复问题信用卡北京,叫号机在地方,叫号机在哪,测试重复问题信用卡2,自助机在哪里,测试重复问题信用卡1,手机银行还信用卡,测试重复问题信用卡上海广州白金会员,0
建行财富系列理财产品的特点说明,topic,我之前有建行的信用卡，现在想办一张储蓄卡,网银可以买理财吗,网银的转账限额是多少,怎么在微信上预约提取公积金,是否能够给我开立个人网银功能,是否能够给我开立个人网上银行功能,是否能够告诉我开立个人网银功能,是否能够告诉我开立个人网上银行功能,是否能够帮助我开立个人网上银行功能,是否能够帮助我开立个人网银功能,是否能够给我开立个人网银,是否能够给我开立个人网上银行,网银怎么买理财,网银可不可以买理财,网银怎么操作理财购买,我之前有建行的储蓄卡，现在还能再多开一个主账户吗,网银怎么查贷款信息,怎么通过网银查询贷款信息,帮助我开立建行卡,网银的转账额度是多少,0
建行财富系列理财产品的特点说明,dssm,手机银行的安全性如何,想开建行卡,想开基本户,龙支付是什么,龙支付是啥,什么是龙支付,手机银行怎么交生活费用,客服电话,不知道什么是叫号机,我不知道叫号机,我要领《就业失业手册》,建房批文是什么,想开龙支付,想开一下龙支付,想开电话银行,想开一下电话银行,不用手机银行了,想开一般户,想开黄金账户,想开一下黄金账户,0
建行财富系列理财产品的特点说明,tfidf,建行上市公司,建行上市,之前建行信用卡现在办一张储蓄卡,忘记有无开过建行卡帮看看,第一次办理建行银行卡目前用身份证怎么办,首次办理建行开户带身份证办理,,,,,,,开建行龙卡,新开建行2类账户,想开建行2类账户办理,第一次办理过建行储蓄卡操作,再多办一张建行储蓄卡,首次开立建行账户用身份证怎么办,首次申请建行储蓄卡身份证就能,没有建行卡用身份证开一张,0
我想了解财管家,topic,可不可以帮助我开一下网银,可不可以帮助我开一下网上银行,可以帮助我开一下网银,可不可以告诉我开一下网上银行功能,可不可以告诉我开一下网银功能,能不能帮助我开一下网上银行,能不能帮助我开一下网银,可不可以帮助我开通网银,可不可以帮助我开通网上银行,可不可以帮助我开立网银,可不可以帮助我开立网上银行,可不可以帮助我开一下账户变动发短信,可不可以帮助我申请网银,可不可以帮助我申请网上银行,可不可以帮助我开网上银行,可不可以告诉我开一下网上银行,可不可以告诉我开一下网银,可不可以帮助我开一下网银功能,可不可以帮助我开一下网上银行功能,可以帮助我开一下网上银行,0
我想了解财管家,dssm,叫号机在什么地方,龙支付定义,想开龙支付,想开一下电话银行,想开电话银行,想开建行卡,想开基本户,不用手机银行了,想开一般户,不想用手机银行了,想开黄金账户,想开一下黄金账户,手机银行可以交保险费吗,手机银行可以交保费吗,手机银行的安全性如何,什么是龙支付,龙支付是啥,龙支付是什么,客服电话,想开一下龙支付,0
我想了解财管家,tfidf,测试重复问题信用卡北京11,,,,,,,,,,,,,,,,,,,,0
自助区的电话可不可以打客服热线,topic,可不可以帮助我开立电话预约,可不可以帮助我开立电话,可不可以帮助我开电话查询,可不可以给我开电话查询,可不可以帮助我开立电话预约功能,可不可以告诉我开立电话,可不可以帮助我开通电话预约,可不可以帮助我开通电话查询,可不可以帮助我开立电话查询功能,可不可以给我申请电话查询,可不可以帮助我申请电话预约,可不可以帮助我申请电话查询,可不可以帮助我开立电话查询,可不可以给我开立电话,可不可以给我开立电话预约,可不可以给我开立电话查询,可不可以告诉我开立电话预约,可不可以告诉我开立电话查询,可不可以帮助我开电话预约,可不可以给我开电话预约,0
自助区的电话可不可以打客服热线,dssm,注销电话银行,测试,手机银行交水电煤气费,手机银行交电费,建房批文是啥,什么是建房批文,建房批文是什么,什么是龙支付,龙支付是什么,龙支付是啥,我要领《就业失业手册》,手机银行交煤气费,手机银行的安全性如何,客服电话,手机银行怎么交交通违章罚款,领一下《就业失业手册》,怎么领《就业失业手册》,叫号机什么样子的,想开一下黄金账户,想开黄金账户,0
自助区的电话可不可以打客服热线,tfidf,怎么办电话,怎么办电话功能,办理电话功能,申请电话功能,开立电话功能,开电话功能,,,,,,,开电话,申请电话,办理电话,想开电话,开通电话,开立电话,办电话,开通电话功能,0
办理零存整取存款证明需要什么资料,topic,我需要办理公积金汇缴,首次办理建行开户，我带了身份证，需要怎么办理,可不可以办理一般户,能否办理一般户,我需要办公积金交费,我需要办一下公积金交费,我需要办公积金汇缴,我需要办理印公积金缴存证明,可不可以帮助我办理公积金交费,能否帮助我办理公积金交费,需要办理借记卡,能否帮助我办理公积金缴存证明打印,我需要办理公积金交费,需要办理对公户,我需要办理公积金缴存证明打印,能否办理基本户,可不可以办理基本户,需要办理对公账户,需要办对公户,我需要办理存公积金,0
办理零存整取存款证明需要什么资料,dssm,手机银行的安全性如何,叫号机什么样子的,手机银行怎么交保险费,手机银行怎么交保费,手机银行怎么交交通违章罚款,我要领《就业失业手册》,想开电话银行,想开一下电话银行,叫号机,什么是叫号机,我不知道叫号机,不知道什么是叫号机,叫号机在什么地方,手机银行交煤气费,手机银行怎么交生活费用,手机银行交水电煤气费,手机银行交电费,客服电话,手机银行交保险费,手机银行交保费,0
办理零存整取存款证明需要什么资料,tfidf,下岗办理公积金提取资料,失业办理公积金提取资料,办理建行卡,办理一般存款账户,办理电话银行,办理公积金,,,,,,,没工作办理公积金提取资料,办理储蓄卡,办理短信,办理黄金账户,办理网银,办理账户,办理银行卡,办理基本户,0
电话银行可以缴纳过期公共事业费吗,topic,网银可以缴话费吗,网银可以交话费吗,网银怎么缴保费,网银转账多长时间能收到钱,网银缴煤气费,告诉我怎么办公积金缴纳,告诉我怎么办一下公积金缴纳,网银怎么缴生活费用,能不能帮助我打印公积金缴费记录,告诉我怎么办一下公积金缴存证明打印,可不可以帮助我打印公积金缴费记录,能否帮助我打印公积金缴费记录,网银可以缴保费吗,网银怎么缴话费,网银可以缴保险费吗,网银怎么交话费,网银可以缴有线电视费吗,网银可以交保费吗,网银可以交保险费吗,网银缴话费,0
电话银行可以缴纳过期公共事业费吗,dssm,注销电话银行,手机银行的安全性如何,想开建行卡,什么是龙支付,龙支付是什么,龙支付是啥,客服电话,叫号机什么样子的,手机银行怎么交生活费用,不用手机银行了,建房批文是啥,建房批文是什么,想开一下黄金账户,想开黄金账户,想开龙支付,想开一下龙支付,想开一般户,想开电话银行,想开一下电话银行,想开基本户,0
电话银行可以缴纳过期公共事业费吗,tfidf,怎么办电话银行,怎么办电话银行功能,想开电话银行,注销电话银行,开立电话银行,开通电话银行,,,,,,,取消电话银行,办理电话银行,开电话银行,电话银行转账,关闭电话银行,电话银行费用,办电话银行,电话银行收费,0
活期存款账户销户方法,topic,通过网银把活期转到定期,在网银上把活期转到定期,办理《住房公积金定期转账提取协议书》,可不可以开立对公账户,能否开立对公账户,能否开立对公户,可不可以开立对公户,可不可以给我开立账户变动发短信,可不可以开立基本户,能否开立基本户,法人在外地能否开立对公账户,法人在外地可不可以开立对公账户,网银办理活期转定期,怎么领《住房公积金定期转账提取协议书》,我要领《住房公积金定期转账提取协议书》,领一下《住房公积金定期转账提取协议书》,我来领《住房公积金定期转账提取协议书》,领取《住房公积金定期转账提取协议书》,《住房公积金定期转账提取协议书》在哪里领,领一本《住房公积金定期转账提取协议书》,0
活期存款账户销户方法,dssm,手机银行的安全性如何,叫号机在什么地方,手机银行怎么交交通违章罚款,怎么领《就业失业手册》,领一下《就业失业手册》,手机银行交水电煤气费,叫号机什么样子的,想开一下电话银行,想开电话银行,想开一般户,什么是叫号机,叫号机,建房批文是什么,什么是建房批文,建房批文是啥,客服电话,手机银行交电费,龙支付是啥,龙支付是什么,什么是龙支付,0
活期存款账户销户方法,tfidf,办理公积金方法,手机银行办卡挂失方法,,,,,,,,,,,手机银行预约取号方法,手机修改公积金密码方法,,,,,,,0
理财产品的风险评估最高有效期是多少？,topic,提公积金可以预约得时间有哪些,提取公积金可以预约得时间有哪些,公积金提取-已预约-退休的申请材料,公积金提取-已预约-租单位房的申请材料,租单位房子要提取公积金要准备哪些申请资料,我要打印单位部分的公积金缴存证明,网银的安全性如何,我预约了本地贷款买房首次提公积金，请问怎么办理,不是在广州买的房，预约了公积金提取,能预约什么时间段来提取公积金,我是来提取公积金的，之前预约了,怎么打印公积金个人缴存部分的证明,在广州贷款买的房，预约了公积金首次提取,在当地贷款买了房，预约了公积金首次提取,租单位房子要提取公积金要准备哪些申请材料,预约了公积金缴存，怎么操作,找不到我的公积金存折了,公积金提取-已预约-失业的申请材料,公积金提取能预约哪些时间段,怎么打印公积金单位缴存部分的证明,0
理财产品的风险评估最高有效期是多少？,dssm,《就业失业手册》在哪里领,自助机在哪里,不想用手机银行了,龙支付定义,手机银行的安全性如何,我有带护照想开建行卡,测试,怎么领《就业失业手册》,领一下《就业失业手册》,我要领《就业失业手册》,想开一下黄金账户,想开黄金账户,叫号机在哪，怎么走,叫号机在哪,叫号机在什么地方,可以用手机银行排号吗,注销动账提醒,手机银行可以交保费吗,手机银行可以交保险费吗,注销电话银行,0
理财产品的风险评估最高有效期是多少？,tfidf,客户客服电话多少,电话银行转账额度多少,,,,,,,,,,,手机银行转账额度多少,网银转账额度多少,查公积金账户上余额多少,,,,,,0
“出国惠”包含哪些货币种类,topic,怎么打印公积金单位缴存部分的证明,在网银上把活期转到定期,网银可以买国债吗,是否能够给我开立龙支付功能,是否能够指导我开立龙支付功能,我有带外国人永久居留证如何开立银行卡,我有带外国人永久居留证怎么开立银行卡,是否能够帮助我打印公积金缴存证明,《住房公积金定期转账提取协议书》在哪里领,我有带护照如何开立银行卡,我有带护照怎么开立银行卡,是否能够指导我打印公积金缴存证明,怎么打印公积金个人缴存部分的证明,通过网银把活期转到定期,我要打印单位部分的公积金缴存证明,我有带外国人永久居留证是否能够开立银行卡,我有带护照是否能够开立银行卡,怎么开立龙支付功能,如何开立龙支付功能,我要打印个人部分的公积金缴存证明,0
“出国惠”包含哪些货币种类,dssm,手机银行的安全性如何,叫号机在什么地方,怎么领《就业失业手册》,领一下《就业失业手册》,手机银行怎么交生活费用,手机银行交煤气费,手机银行怎么交交通违章罚款,手机银行交电费,手机银行怎么交保费,手机银行交保险费,手机银行交保费,手机银行怎么交保险费,测试,L5,手机银行可以交保险费吗,手机银行可以交保费吗,我要领《就业失业手册》,叫号机什么样子的,关闭电话银行,关闭手机银行,0
“出国惠”包含哪些货币种类,tfidf,测试重复问题信用卡北京11,,,,,,,,,,,,,,,,,,,,0
解除手机设备的方法,topic,换号解绑手机设备,解绑手机设备,是否能够帮助我开电话预约功能,是否能够给我开电话功能,需要开一下电话功能,是否能够给我开电话预约功能,通过手机修改公积金密码,是否能够指导我开电话预约功能,怎么开电话功能,如何开电话功能,是否能够指导我开电话功能,是否能够帮助我开电话改密码功能,未换号解绑手机设备,手机修改公积金密码的方法,换新手机了解绑旧手机,手机解绑,换新手机号了解绑原来的手机,怎么在手机上修改公积金密码,解除手机绑定,取消手机绑定,0
解除手机设备的方法,dssm,手机银行的安全性如何,不用手机银行了,领一下《就业失业手册》,想开龙支付,想开一下龙支付,想开黄金账户,想开一下黄金账户,什么是建房批文,建房批文是什么,建房批文是啥,想开基本户,想开一般户,想开一下电话银行,想开电话银行,客服电话,什么是龙支付,龙支付是啥,龙支付是什么,想开建行卡,怎么领《就业失业手册》,0
解除手机设备的方法,tfidf,解除手机绑定,解绑手机设备,解除当前手机号码绑定,手机银行办卡挂失方法,手机修改公积金密码,手机银行预约取号方法,,,,,,,换号解绑手机设备,手机修改公积金密码方法,未换号解绑手机设备,手机解绑,注销手机绑定,取消手机绑定,解除手机号码绑定,办理公积金方法,0
综合账户管理功能,topic,如何申请黄金账户功能,怎么申请黄金账户功能,想申请黄金账户功能,怎么申请账户变动发短信功能,如何申请账户变动发短信功能,需要申请黄金账户功能,怎样申请账户变动发短信功能,想开账户变动发短信功能,需要申请账户变动发短信功能,如何开黄金账户功能,怎么开黄金账户功能,可以指导我申请账户变动发短信功能,怎样申请黄金账户功能,想办黄金账户功能,要申请黄金账户功能,可以指导我申请黄金账户功能,想办一下黄金账户功能,想办账户变动发短信功能,可以给我申请黄金账户功能,要申请账户变动发短信功能,0
综合账户管理功能,dssm,手机银行的安全性如何,什么是龙支付,想开一下电话银行,叫号机,什么是叫号机,我要领《就业失业手册》,想开建行卡,建房批文是什么,建房批文是啥,什么是建房批文,领一下《就业失业手册》,怎么领《就业失业手册》,龙支付是啥,龙支付是什么,想开一般户,客服电话,想开一下龙支付,想开龙支付,叫号机什么样子的,想开电话银行,0
综合账户管理功能,tfidf,怎么办账户,1类账户2类账户介绍,开账户,想开账户,申请账户,开通账户,,,,,,,1类账户2类账户不同,1类账户2类账户区别,1类账户与2类账户一致,1类账户2类账户是不是不一样,1类账户,异类账户,2类账户,办账户,0
什么是云闪父？,topic,网银办结售汇,网银交煤气费,办缴公积金,如何办存公积金,如何办缴公积金,网银交保险费,一类户与二类户一样吗,什么是二类户,什么是一类户,一类户和二类户有什么不同,网银交水费,我想存公积金,网银交保费,网银办活转定,一类户和二类户介绍,想要办缴公积金,想要办存公积金,想存公积金,办存公积金,想缴公积金,0
什么是云闪父？,dssm,叫号机在什么地方,手机银行可以交保费吗,龙支付是什么,手机银行的安全性如何,想开电话银行,想开一下电话银行,手机银行怎么交保险费,手机银行怎么交保费,手机银行交保险费,手机银行交保费,手机银行交水电煤气费,手机银行怎么交交通违章罚款,手机银行可以交保险费吗,不用手机银行了,手机银行怎么交生活费用,手机银行交煤气费,手机银行交电费,客服电话,什么是龙支付,龙支付是啥,0
什么是云闪父？,tfidf,测试重复问题信用卡北京11,,,,,,,,,,,,,,,,,,,,0
龙卡云闪付借记卡的交易限额多高,topic,我之前有建行的信用卡，现在想办一张储蓄卡,能否申请借记卡,首次申请建行储蓄卡有身份证就可以吗,怎么申请借记卡,如何申请借记卡,怎样申请借记卡,有身份证能否申请借记卡,有身份证可不可以申请借记卡,我要开建行龙卡,给我申请借记卡,想办借记卡,想要申请借记卡,可不可以申请借记卡,网银的转账限额是多少,网银的转账额度是多少,网银转账的额度限制,网银转账的额度上线,可以申请借记卡,要申请借记卡,想开借记卡,0
龙卡云闪付借记卡的交易限额多高,dssm,手机银行的安全性如何,注销电话银行,叫号机,手机银行交电费,手机银行交煤气费,不知道什么是叫号机,我不知道叫号机,叫号机位置,测试,客服电话,什么是龙支付,龙支付是啥,怎么领《就业失业手册》,领一下《就业失业手册》,叫号机什么样子的,我要领《就业失业手册》,哪里找叫号机,手机银行交水电煤气费,手机银行怎么交生活费用,什么是叫号机,0
龙卡云闪付借记卡的交易限额多高,tfidf,开建行龙卡,,,,,,,,,,,,,,,,,,,,0
理财产品到期了怎么弄,topic,网银可以买理财吗,网银可不可以买理财,网银可以缴保费吗,我预约了本地拍卖买房首次提公积金，请问怎么办理,网银可以缴保险费吗,公积金存折找不到了,已经从公司辞职提公积金怎么盖章,我还没预约能不能提公积金,可以预约什么时候来提公积金,提公积金非得要预约吗,提公积金可以预约得时间有哪些,网银可以交保险费吗,找不到我的公积金存折了,我预约了本地贷款买房首次提公积金，请问怎么办理,网银可以买国债吗,网银可不可以买国债,可不可以不预约直接提公积金,网银怎么买理财,能预约什么时间段来提公积金,没有预约能提公积金吗,0
理财产品到期了怎么弄,dssm,客服电话,手机银行的安全性如何,想开一下电话银行,想开电话银行,怎么领《就业失业手册》,领一下《就业失业手册》,想开基本户,想开一下黄金账户,想开黄金账户,什么是建房批文,建房批文是什么,建房批文是啥,龙支付是什么,什么是龙支付,龙支付是啥,想开一般户,我要领《就业失业手册》,想开建行卡,想开龙支付,想开一下龙支付,0
理财产品到期了怎么弄,tfidf,测试重复问题信用卡北京11,,,,,,,,,,,,,,,,,,,,0
